Anchor_X,Anchor_Y,Anchor_Z,Measured_Distance_Sensor,Measured_RSSI,Wheelchair_Actual_X,Wheelchair_Actual_Y,Wheelchair_Actual_Z
5.0,5.0,1.0,2.527457407250146,-68.41035958108246,3.473190150631983,3.1955953959841765,1.1213359478483196
5.0,5.0,1.0,1.684039162530224,-51.007204966969425,4.536147532177473,3.4048979459156326,0.5635788871641648
5.0,5.0,1.0,4.898295716933498,-64.09544333327833,9.97464747857898,4.827121312180486,1.1075074018885296
5.0,5.0,1.0,3.7741701591443615,-68.84499699736458,1.228976041663089,4.3431571137944545,1.145658793263454
5.0,5.0,1.0,1.3051550663786828,-63.220379937794924,4.010628291899682,4.36308567730896,0.6919206405255135
5.0,5.0,1.0,3.3170798120248475,-66.55394735949629,5.678963683084016,1.6593231786347695,0.7811686322736973
5.0,5.0,1.0,6.044185045566004,-68.03116565413325,8.731409250307603,9.918886359679629,0.9977948483751026
5.0,5.0,1.0,5.125602992696531,-66.76037031542045,9.814226513976525,3.393124506859321,1.2917046694108434
5.0,5.0,1.0,5.035459919494507,-72.01120924715345,9.95988141077238,6.235202361824391,1.337659916204398
5.0,5.0,1.0,4.912135063195883,-75.16612603257191,9.11487633236208,7.8208392920365295,1.0041089000960226
5.0,5.0,1.0,3.885748350331626,-69.28661991858966,1.004384772065784,5.315573171150208,1.0211691742786193
5.0,5.0,1.0,3.12561527810081,-74.6236841454102,5.789099346142028,8.115789090712683,1.4102309114845184
5.0,5.0,1.0,2.0478254015111306,-65.38701800437114,4.280786901811744,3.2177867439396826,1.1274423496410957
5.0,5.0,1.0,2.4947007420264624,-56.65781670156511,7.371878968345998,5.5614820431225995,0.5819109282453485
5.0,5.0,1.0,5.050886707083459,-73.15647570033178,6.913746646121694,0.30745692930205015,1.2988081034187866
5.0,5.0,1.0,4.834135526051877,-70.65070977349072,1.1721584995978218,1.926414034038657,1.4631686612671855
5.0,5.0,1.0,3.0980545445766046,-57.17173215663191,8.071353594147826,5.471430000889673,0.55240205561567
5.0,5.0,1.0,6.9477679348768095,-78.5421305097574,9.8118833535866,0.09484964156991738,1.089917849846698
5.0,5.0,1.0,4.047790944092972,-72.13128464583276,9.060729706200226,5.9750893099925655,1.127747615316323
5.0,5.0,1.0,4.9766440254488495,-65.85575602232949,4.973046192193383,9.981201009835408,0.9328874978618199
5.0,5.0,1.0,2.2040324417929473,-56.829733410826734,2.828684065888382,4.190131853711934,0.7383933443439151
5.0,5.0,1.0,5.44599273154487,-70.51529370574971,8.386193534061942,9.30698362296074,1.4321824362517839
5.0,5.0,1.0,2.3575751979696777,-57.23206086202722,6.129390945049957,7.013060454154925,0.6691583276950579
5.0,5.0,1.0,3.100450849595961,-66.6634303812896,3.6005160140295436,2.3039235588615203,0.5393831441596509
5.0,5.0,1.0,5.502737767101458,-83.98353377547558,9.670996513188618,7.823803558553314,0.7070863951670474
5.0,5.0,1.0,5.5589912504598855,-75.50782360855744,1.4797090138332691,9.351702863921858,1.4311204565213997
5.0,5.0,1.0,4.469104172205838,-66.21227911965265,0.6814343913041065,4.012347666837708,0.9486839248537121
5.0,5.0,1.0,2.088197891141274,-68.58504010728517,4.423866589377264,3.0551076211959094,0.9941131632823476
5.0,5.0,1.0,3.7763401664239566,-56.09881937695456,5.836447363781505,8.58158838593647,1.0127671540408767
5.0,5.0,1.0,0.6461144129032468,-62.31763488043495,4.452949172488743,4.361364218430274,1.142114169539363
5.0,5.0,1.0,4.833059731506864,-67.76472113142412,5.9583971061417955,9.631263696229547,1.4814508147259446
5.0,5.0,1.0,4.471159681549257,-65.00787459867456,1.4775637818059117,2.185242758413369,0.8289084781801166
5.0,5.0,1.0,3.839568473835131,-63.346078791313346,8.691472657795318,4.502208473653431,0.7948000317162327
5.0,5.0,1.0,3.418089249841151,-81.16834770107468,7.86861167146458,3.04777986386776,1.3546621203637441
5.0,5.0,1.0,5.661191907206005,-75.84966143657142,1.3791326639508805,0.6006211563093722,1.1365718836773193
5.0,5.0,1.0,3.0226221298754603,-64.98945369092738,1.9136984318655925,4.975987632611453,0.8477048699344522
5.0,5.0,1.0,4.535644412947599,-70.87476128615538,1.8821836448516283,8.362168767364668,0.6519457224085201
5.0,5.0,1.0,5.4747880232394905,-79.03398972048812,7.727116866437863,9.903173943012698,1.4276133061036624
5.0,5.0,1.0,4.359719776873103,-57.63914481028651,1.1287080755621048,3.5269052367600775,1.4481162833743588
5.0,5.0,1.0,5.337717339555932,-80.82287893572042,8.106490661196164,0.5306347289034274,0.78694092374882
5.0,5.0,1.0,3.385717809408647,-66.93440036280384,3.873228171517261,1.8029819148489945,0.5333153886925581
5.0,5.0,1.0,4.155641427472456,-70.10618795850817,8.467146203077045,7.454718737709367,0.985452184665318
5.0,5.0,1.0,1.8167882509791868,-66.8708062316451,3.318968186478145,5.333433145631458,1.3582753698982826
5.0,5.0,1.0,3.3142606350629524,-62.5480367695546,3.8150852191328823,8.114054419925203,1.0766371537754695
5.0,5.0,1.0,3.556594373114167,-74.64456368354703,8.567956739773452,5.9139506574228475,1.1150834738760889
5.0,5.0,1.0,2.979832094744477,-66.6399587172412,4.03130867590828,2.145432670178554,1.4521257439780304
5.0,5.0,1.0,2.6124059072738577,-63.93237598396433,7.57224640387826,4.975507467885283,0.7078638452514436
5.0,5.0,1.0,3.4928845367283348,-71.68542474870088,2.9354272824324235,7.735015688526853,0.9663998980022722
5.0,5.0,1.0,4.559186884439702,-72.00172483161926,1.0807899973666857,3.000243520236573,1.396709895584487
5.0,5.0,1.0,3.6411281439975607,-72.67186689154528,8.337316140414204,3.429646325087731,1.2418767496494114
5.0,5.0,1.0,5.354589399765931,-65.53659305954014,8.411247032268337,9.14581176483661,1.2668604704186472
5.0,5.0,1.0,2.61504855063411,-58.054639446604206,6.552181873172678,7.05448620780892,0.6831273490416186
5.0,5.0,1.0,4.4567486662942315,-73.22161586232295,3.1434950122004146,0.9181254615639822,0.9339365148438118
5.0,5.0,1.0,5.247076933836274,-60.408781950286915,0.6763130700474329,2.047981981487308,0.7819910850621264
5.0,5.0,1.0,2.7783861313925566,-49.84228023944013,2.2903998378265134,5.611659578959902,0.6580203495099903
5.0,5.0,1.0,0.7417022098954468,-48.59680636338339,5.6568853504489525,4.543356311841932,0.7167186390642409
5.0,5.0,1.0,2.949851745149737,-53.481296955360264,3.8277454293242643,2.177129009128361,0.8693310376118704
5.0,5.0,1.0,4.475542624010837,-62.412634793159874,3.568843161856472,9.18739290919493,1.1678005119537298
5.0,5.0,1.0,3.078190501441916,-72.07757162980668,3.2604854304245845,2.622499774038587,0.9705918410373903
5.0,5.0,1.0,1.73423269455413,-62.169792309919515,5.537327572498967,3.3434677244308886,0.5567254958821013
5.0,5.0,1.0,4.146109303104413,-69.63245899505641,7.870621954622049,1.955573121978872,1.482426825411409
5.0,5.0,1.0,3.3555472134355857,-59.90162771698578,3.739013840694847,1.9117764237578494,1.1720993900260543
5.0,5.0,1.0,3.7117270063196495,-57.93551717235693,5.438132752847697,8.61155231928172,0.7983242933820992
5.0,5.0,1.0,5.189611440581564,-71.92447639808313,0.9812713967200404,1.696873019490176,0.999628761077971
5.0,5.0,1.0,3.028224527232998,-68.15802624514666,4.948706621456723,7.6799426728626425,0.7173540976452578
5.0,5.0,1.0,4.334748627361755,-71.07562927040561,6.994556672460938,1.101276033631905,0.9738149786538369
5.0,5.0,1.0,5.968588445334196,-77.76736206417317,0.13276258821194764,1.455711958459629,0.8148353700385607
5.0,5.0,1.0,5.143399729525877,-68.65192831295629,9.585539823208794,2.7830377164529683,0.9275900659372982
5.0,5.0,1.0,3.5444684391687464,-70.44235478894501,1.9796830909675345,6.8327158843382785,1.0181893041772287
5.0,5.0,1.0,2.0681628401700096,-57.14166079902443,6.930341573887052,4.324520634013292,0.6664108230259583
5.0,5.0,1.0,3.3824389275796687,-70.25628063533881,4.705500608622173,1.550686152614058,1.2038044239798353
5.0,5.0,1.0,4.092682671449241,-70.94928718410569,8.893332399616309,5.895702033258875,0.6687746115997674
5.0,5.0,1.0,3.765138957725139,-66.66350838059323,8.291279569335261,3.24628608116585,1.3809315947032883
5.0,5.0,1.0,2.2883264635101876,-64.96299251310514,5.234301916369407,7.124895132882215,1.1417174253418534
5.0,5.0,1.0,4.068537048642643,-68.69764526455445,8.727339373221032,6.849418994892998,0.690510035223464
5.0,5.0,1.0,5.01042944060899,-74.62113935958368,9.219915792318998,7.920303761135581,1.2890125827261927
5.0,5.0,1.0,4.400701538400939,-75.53586878291274,1.0760884006068372,3.0601531814286043,0.9178969036444578
5.0,5.0,1.0,2.2084852125802064,-61.282483141466706,5.776359036759651,7.034302536012111,1.1019025041153603
5.0,5.0,1.0,3.1753627184620514,-59.25706320231054,3.526338932570283,7.8039801534157105,1.1144216234918218
5.0,5.0,1.0,5.287291572690677,-67.48416579252945,2.586418547324032,0.25658064429205485,0.799781660261344
5.0,5.0,1.0,4.996025172365392,-72.58524501007558,0.1423131359051122,3.783243559401294,0.9327345441849043
5.0,5.0,1.0,4.5001762396819185,-70.17970667757794,0.5633129890111133,6.368689314191728,0.9954174494929011
5.0,5.0,1.0,6.054957897655904,-65.59228252085043,9.020126400333181,0.37865218973075376,0.6416314181773998
5.0,5.0,1.0,2.995423104821424,-56.679085545420094,7.246389663612323,3.1675008116487446,1.4106649070276136
5.0,5.0,1.0,4.702296787437238,-63.00216438728961,9.612987572716555,5.578832270022747,1.4556131597417388
5.0,5.0,1.0,3.4498845637478994,-63.79020578476933,8.291749246315913,3.97719543357403,0.6263668146440882
5.0,5.0,1.0,2.898808169288703,-63.15333139459288,5.259035868174498,7.714792195992467,0.6653716584469861
5.0,5.0,1.0,4.103506691889207,-66.91767803525123,8.137104940037714,2.1160088597615534,0.7927515500675151
5.0,5.0,1.0,1.8315510997901185,-68.19893967576934,3.3500257677867076,5.172762701202335,0.9902448316630817
5.0,5.0,1.0,4.095634934178388,-77.96131228120645,1.1910876280826121,6.388315332675707,1.0885481907060406
5.0,5.0,1.0,4.525332616052242,-69.64975541129391,1.1346112069978087,2.2559812628426856,0.6728747742425168
5.0,5.0,1.0,1.7631983942926546,-48.75703068306455,6.389602442039188,5.907421145244054,1.4135462254495332
5.0,5.0,1.0,2.856696986519811,-47.269565548925186,2.1288866813517826,4.668856481867085,0.7185328995863648
5.0,5.0,1.0,4.102121343351694,-62.957073770093245,1.194184510634847,6.374881901146182,1.2024093052367348
5.0,5.0,1.0,3.683827780416769,-70.42741068574831,2.4304469512937024,7.486822952934502,1.3568464185763522
5.0,5.0,1.0,4.22342830680132,-67.47400870606462,7.250453139514352,8.64175778233757,0.6820152898446422
5.0,5.0,1.0,2.8482010596007195,-54.79027797767968,7.787645238308611,4.329452956426479,1.1521002777888913
5.0,5.0,1.0,2.9753039400483843,-64.58352786663565,2.641870984216995,3.2459150266964043,1.248335509762586
5.0,5.0,1.0,4.526735725089592,-82.80441996119148,4.567359225045493,0.4997831511747064,0.5851300454116443
5.0,5.0,1.0,2.503884828373009,-56.41795515899973,6.5568950096083025,6.929340808972649,1.0936954040122768
5.0,5.0,1.0,5.004845668960414,-74.18787684767922,0.15893511731129295,6.520448503061668,1.2197193701410942
5.0,5.0,1.0,4.941570363671262,-65.98904343533935,0.1572653050783568,4.463059934434526,1.3181094271799405
5.0,5.0,1.0,3.9538815643404046,-59.499350502055584,1.4003382633104389,6.39931608123642,1.430381147488455
5.0,5.0,1.0,4.998072868294092,-64.1403626368916,1.7129635705837831,1.2031599320244202,0.6330036178393568
5.0,5.0,1.0,4.070341301151301,-75.99826699684795,1.9405807798118224,2.176438798934799,0.6997048941931788
5.0,5.0,1.0,1.1833796382376307,-51.05453100457394,4.546984806471485,6.0729510148845565,0.6184579662486062
5.0,5.0,1.0,2.9945002360486397,-57.970652958548925,7.211639227876072,6.969046581452529,0.5824205482346406
5.0,5.0,1.0,2.4844467954620963,-59.25549512060507,7.500712065861399,4.353344236177317,1.0516572293480495
5.0,5.0,1.0,3.676221438137597,-62.326980279519375,1.3228830815416992,4.708944012821674,1.3762636576932654
5.0,5.0,1.0,4.075138284872929,-70.04666572676823,6.281304915873992,1.037459749203501,1.2918766649209168
5.0,5.0,1.0,5.234290546999888,-73.31012804237741,9.574799437437195,7.495304390244618,1.0406044733120061
5.0,5.0,1.0,5.192524629993407,-75.03087142499501,0.44423630617581034,7.5565261961085355,0.8967344556487694
5.0,5.0,1.0,4.834075024591842,-66.21240253945068,5.446677543413961,0.11651146061049888,0.9838184149340219
5.0,5.0,1.0,2.974081831925666,-49.94270371705682,3.51443631914142,2.489839526799189,0.7120026198552551
5.0,5.0,1.0,1.7217726014167563,-59.99803677831948,5.443737739417802,3.2604963829896274,0.5068456298879138
5.0,5.0,1.0,4.700993103159795,-73.32404305096786,8.793910565940056,7.900437032663224,1.403898212494583
5.0,5.0,1.0,4.317856984979356,-60.901239377555925,1.0626862706149975,6.909527906817044,1.274299014882313
5.0,5.0,1.0,3.959912457285736,-59.55267794337525,7.307355656538226,1.635460283682083,1.2702206174198576
5.0,5.0,1.0,2.9681266959979706,-61.63433528451711,3.2829864990056254,2.6087177694382646,0.8637273544167601
5.0,5.0,1.0,5.8492492113376535,-70.8304064814809,8.577943093713753,0.40979953593245244,0.8848923841779688
5.0,5.0,1.0,3.7111599340941503,-80.06757914437044,8.36398762339203,6.693990780032701,0.5367188030653727
5.0,5.0,1.0,3.9608981307559317,-59.885275786999,7.134169342281542,8.269701187149664,0.6718983443070258
5.0,5.0,1.0,3.36978444590094,-54.548946992198424,5.898097870033283,8.166996477024872,1.2200487808148646
5.0,5.0,1.0,1.8469964309470928,-56.77240142981419,3.377273122194114,4.055438377700229,1.131806110598006
